Movie_Title,Year,Rating,Runtime(Mins),main_genre,side_genre,text_data,cluster_id
Bullitt,1968,7.4,114,Action," Crime,  Thriller","Action  Crime,  Thriller",12
From Russia with Love,1963,7.4,115,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
El Camino: A Breaking Bad Movie,2019,7.3,122,Action," Crime,  Drama","Action  Crime,  Drama",5
DC League of Super-Pets,2022,7.3,105,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Tenet,2020,7.3,150,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Raya and the Last Dragon,2021,7.3,107,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Patriots Day,2016,7.3,133,Action," Crime,  Drama","Action  Crime,  Drama",5
13 Hours,2016,7.3,144,Action," Drama,  History","Action  Drama,  History",22
The Lego Batman Movie,2017,7.3,104,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Okja,2017,7.3,120,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Nice Guys,2016,7.3,116,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Avengers: Age of Ultron,2015,7.3,141,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
No Time to Die,2021,7.3,163,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
American Sniper,2014,7.3,133,Action," Biography,  Drama","Action  Biography,  Drama",59
The Accountant,2016,7.3,128,Action, Thriller,Action  Thriller,48
Eye in the Sky,2015,7.3,102,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Black Panther,2018,7.3,134,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Southpaw,2015,7.3,124,Action," Crime,  Drama","Action  Crime,  Drama",5
Fast Five,2011,7.3,130,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Next Three Days,2010,7.3,133,Action," Crime,  Drama","Action  Crime,  Drama",5
Bullet Train,2022,7.3,127,Action," Comedy,  Thriller","Action  Comedy,  Thriller",166
Ghajini,2008,7.3,186,Action," Drama,  Mystery","Action  Drama,  Mystery",129
Master,2021,7.3,178,Action, Thriller,Action  Thriller,48
Invictus,2009,7.3,134,Action," Biography,  Drama","Action  Biography,  Drama",59
Max Manus,2008,7.3,118,Action," Biography,  Drama","Action  Biography,  Drama",59
Megamind,2010,7.3,95,Animation," Action,  Comedy","Animation  Action,  Comedy",4
The Adventures of Tintin,2011,7.3,107,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Der Baader Meinhof Komplex,2008,7.3,150,Action," Biography,  Crime","Action  Biography,  Crime",121
Ant-Man,2015,7.3,117,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Alita: Battle Angel,2019,7.3,122,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Chi bi,2008,7.3,288,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Running Scared,2006,7.3,122,Action," Crime,  Drama","Action  Crime,  Drama",5
Pirates of the Caribbean: Dead Man's Chest,2006,7.3,151,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Layer Cake,2004,7.3,105,Action," Crime,  Drama","Action  Crime,  Drama",5
Dawn of the Dead,2004,7.3,101,Action, Horror,Action  Horror,146
Siu Lam juk kau,2001,7.3,113,Action," Comedy,  Fantasy","Action  Comedy,  Fantasy",91
Equilibrium,2002,7.3,107,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
X-Men,2000,7.3,104,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Negotiator,1998,7.3,140,Action," Crime,  Drama","Action  Crime,  Drama",5
Enemy of the State,1998,7.3,132,Action, Thriller,Action  Thriller,48
Starship Troopers,1997,7.3,129,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Men in Black,1997,7.3,98,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Grosse Pointe Blank,1997,7.3,107,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Face/Off,1997,7.3,138,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
Crimson Tide,1995,7.3,116,Action," Drama,  Thriller","Action  Drama,  Thriller",30
True Lies,1994,7.3,141,Action," Comedy,  Thriller","Action  Comedy,  Thriller",166
Speed,1994,7.3,116,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Nikita,1990,7.3,117,Action," Crime,  Drama","Action  Crime,  Drama",5
Star Trek IV: The Voyage Home,1986,7.3,119,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
To Live and Die in L.A.,1985,7.3,116,Action," Crime,  Drama","Action  Crime,  Drama",5
The Karate Kid,1984,7.3,126,Action," Drama,  Family","Action  Drama,  Family",63
Beverly Hills Cop,1984,7.3,105,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Assault on Precinct 13,1976,7.3,91,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Getaway,1972,7.3,123,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Jason and the Argonauts,1963,7.3,104,Action," Adventure,  Family","Action  Adventure,  Family",88
The Suicide Squad,2021,7.2,132,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Anthropoid,2016,7.2,120,Action," Biography,  Drama","Action  Biography,  Drama",59
The Siege of Jadotville,2016,7.2,108,Action," Drama,  History","Action  Drama,  History",22
Bajirao Mastani,2015,7.2,158,Action," Drama,  History","Action  Drama,  History",22
La isla mínima,2014,7.2,105,Action," Crime,  Mystery","Action  Crime,  Mystery",124
'71,2014,7.2,99,Action," Crime,  Drama","Action  Crime,  Drama",5
Holiday,2014,7.2,160,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Unbroken,2014,7.2,137,Action," Biography,  Drama","Action  Biography,  Drama",59
The Man from U.N.C.L.E.,2015,7.2,116,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Kon-Tiki,2012,7.2,118,Action," Adventure,  Biography","Action  Adventure,  Biography",123
War Horse,2011,7.2,146,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Rise of the Guardians,2012,7.2,97,Animation," Action,  Adventure","Animation  Action,  Adventure",42
The Hunger Games,2012,7.2,142,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Kung Fu Panda 2,2011,7.2,90,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Harry Brown,2009,7.2,103,Action," Crime,  Drama","Action  Crime,  Drama",5
Old Henry,2021,7.2,99,Action," Drama,  Western","Action  Drama,  Western",63
21 Jump Street,2012,7.2,109,Action," Comedy,  Crime","Action  Comedy,  Crime",29
VR (Vikrant Rona),2022,7.2,148,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Rango,2011,7.2,107,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Prey,2022,7.2,99,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Witcher: Nightmare of the Wolf,2021,7.2,83,Animation," Action,  Adventure","Animation  Action,  Adventure",42
RocknRolla,2008,7.2,114,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Joheunnom nabbeunnom isanghannom,2008,7.2,139,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
I Am Legend,2007,7.2,101,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
The Equalizer,2014,7.2,132,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Mongol,2007,7.2,126,Action," Biography,  Drama","Action  Biography,  Drama",59
Friday Night Lights,2004,7.2,118,Action," Drama,  Sport","Action  Drama,  Sport",137
Fainaru fantajî sebun adobento chirudoren,2005,7.2,101,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Team America: World Police,2004,7.2,98,Action, Comedy,Action  Comedy,4
The Life Aquatic with Steve Zissou,2004,7.2,119,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
King Kong,2005,7.2,187,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Kingdom of Heaven,2005,7.2,144,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Matrix Reloaded,2003,7.2,138,Action, Sci-Fi,Action  Sci-Fi,6
The Patriot,2000,7.2,165,Action," Drama,  History","Action  Drama,  History",22
Arlington Road,1999,7.2,117,Action," Crime,  Drama","Action  Crime,  Drama",5
Ronin,1998,7.2,122,Action," Crime,  Thriller","Action  Crime,  Thriller",12
From Dusk Till Dawn,1996,7.2,108,Action," Crime,  Horror","Action  Crime,  Horror",146
GoldenEye,1995,7.2,130,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Natural Born Killers,1994,7.2,119,Action," Crime,  Drama","Action  Crime,  Drama",5
In the Line of Fire,1993,7.2,128,Action," Crime,  Drama","Action  Crime,  Drama",5
Star Trek VI: The Undiscovered Country,1991,7.2,110,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Point Break,1991,7.2,122,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Lethal Weapon 2,1989,7.2,114,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Willow,1988,7.2,126,Action," Adventure,  Drama","Action  Adventure,  Drama",24
They Live,1988,7.2,94,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
The Transformers: The Movie,1986,7.2,84,Animation," Action,  Adventure","Animation  Action,  Adventure",42
The Hitcher,1986,7.2,97,Action, Thriller,Action  Thriller,48
Big Trouble in Little China,1986,7.2,99,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Silverado,1985,7.2,133,Action," Crime,  Drama","Action  Crime,  Drama",5
Runaway Train,1985,7.2,111,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Magnum Force,1973,7.2,124,Action," Crime,  Mystery","Action  Crime,  Mystery",124
Meng long guo jiang,1972,7.2,99,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Jing wu men,1972,7.2,106,Action," Drama,  Romance","Action  Drama,  Romance",140
Vanishing Point,1971,7.2,99,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Italian Job,1969,7.2,99,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Django,1966,7.2,91,Action, Western,Action  Western,161
Dr. No,1962,7.2,110,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Mosul,2019,7.1,86,Action," Drama,  War","Action  Drama,  War",101
Black Adam,2022,7.1,124,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Free Guy,2021,7.1,115,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Brawl in Cell Block 99,2017,7.1,132,Action," Crime,  Drama","Action  Crime,  Drama",5
Kaabil,2017,7.1,139,Action," Crime,  Drama","Action  Crime,  Drama",5
Allied,2016,7.1,124,Action," Drama,  Romance","Action  Drama,  Romance",140
American Made,2017,7.1,114,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Fast & Furious 7,2015,7.1,137,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Everest,2015,7.1,121,Action," Adventure,  Biography","Action  Adventure,  Biography",123
Kraftidioten,2014,7.1,116,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Gabbar Is Back,2015,7.1,128,Action," Crime,  Drama","Action  Crime,  Drama",5
Kung Fu Panda 3,2016,7.1,95,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,7.1,85,Animation," Action,  Adventure","Animation  Action,  Adventure",42
God Bless America,2011,7.1,105,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Batman v Superman: Dawn of Justice (Ultimate Edition),2016,7.1,182,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Deepwater Horizon,2016,7.1,107,Action," Drama,  History","Action  Drama,  History",22
Snowpiercer,2013,7.1,126,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Dredd,2012,7.1,95,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
Enthiran,2010,7.1,155,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Iron Man Three,2013,7.1,130,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Flickan som lekte med elden,2009,7.1,129,Action," Crime,  Drama","Action  Crime,  Drama",5
Micmacs à tire-larigot,2009,7.1,105,Action," Comedy,  Crime","Action  Comedy,  Crime",29
JCVD,2008,7.1,97,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Northman,2022,7.1,137,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Wrath of Man,2021,7.1,119,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Planet Terror,2007,7.1,105,Action," Comedy,  Horror","Action  Comedy,  Horror",122
Defiance,2008,7.1,137,Action," Drama,  History","Action  Drama,  History",22
Shooter,2007,7.1,124,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Man of Steel,2013,7.1,143,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Rocky Balboa,2006,7.1,102,Action," Drama,  Sport","Action  Drama,  Sport",137
Don,2006,7.1,178,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Deja Vu,2006,7.1,126,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
Pirates of the Caribbean: At World's End,2007,7.1,169,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Fanaa,2006,7.1,168,Action," Drama,  Romance","Action  Drama,  Romance",140
Flags of Our Fathers,2006,7.1,135,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Banlieue 13,2004,7.1,84,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
Ong-bak,2003,7.1,108,Action," Crime,  Thriller","Action  Crime,  Thriller",12
"I, Robot",2004,7.1,115,Action," Mystery,  Sci-Fi","Action  Mystery,  Sci-Fi",156
Live Free or Die Hard,2007,7.1,128,Action, Thriller,Action  Thriller,48
We Were Soldiers,2002,7.1,138,Action," Drama,  History","Action  Drama,  History",22
Pitch Black,2000,7.1,109,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Payback,1999,7.1,100,Action," Crime,  Drama","Action  Crime,  Drama",5
The Mummy,1999,7.1,124,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Blade,1998,7.1,120,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Three Kings,1999,7.1,114,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Mission: Impossible,1996,7.1,110,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Desperado,1995,7.1,104,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Batman Returns,1992,7.1,126,Action," Crime,  Fantasy","Action  Crime,  Fantasy",81
Die Hard 2,1990,7.1,124,Action, Thriller,Action  Thriller,48
Casualties of War,1989,7.1,113,Action," Crime,  Drama","Action  Crime,  Drama",5
No Way Out,1987,7.1,114,Action," Crime,  Drama","Action  Crime,  Drama",5
Highlander,1986,7.1,116,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
WarGames,1983,7.1,114,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Escape from New York,1981,7.1,99,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Poseidon Adventure,1972,7.1,117,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Doctor Strange in the Multiverse of Madness,2022,7.0,126,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Kabir Singh,2019,7.0,173,Action," Drama,  Romance","Action  Drama,  Romance",140
Greyhound,2020,7.0,91,Action," Drama,  History","Action  Drama,  History",22
Logan Lucky,2017,7.0,118,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Ant-Man and the Wasp,2018,7.0,118,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Sicario: Day of the Soldado,2018,7.0,122,Action," Crime,  Drama","Action  Crime,  Drama",5
Sultan,2016,7.0,170,Action," Drama,  Sport","Action  Drama,  Sport",137
Spy,2015,7.0,120,Action, Comedy,Action  Comedy,4
A Most Violent Year,2014,7.0,125,Action," Crime,  Drama","Action  Crime,  Drama",5
Yip Man 3,2015,7.0,105,Action," Biography,  Drama","Action  Biography,  Drama",59
Star Trek Beyond,2016,7.0,122,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
22 Jump Street,2014,7.0,112,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Yip Man 4,2019,7.0,107,Action," Biography,  Drama","Action  Biography,  Drama",59
Furious 6,2013,7.0,130,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Chronicle,2012,7.0,89,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Super 8,2011,7.0,112,Action," Mystery,  Sci-Fi","Action  Mystery,  Sci-Fi",156
Yip Man chin chyun,2010,7.0,100,Action," Biography,  Drama","Action  Biography,  Drama",59
The Foreigner,2017,7.0,113,Action, Thriller,Action  Thriller,48
Oblivion,2013,7.0,124,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Filth,2013,7.0,97,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Don 2,2011,7.0,148,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Den of Thieves,2018,7.0,140,Action," Crime,  Drama","Action  Crime,  Drama",5
RED,2010,7.0,111,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Bronson,2008,7.0,92,Action," Biography,  Crime","Action  Biography,  Crime",121
Public Enemies,2009,7.0,140,Action," Biography,  Crime","Action  Biography,  Crime",121
The Unbearable Weight of Massive Talent,2022,7.0,107,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Cloverfield,2008,7.0,85,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Death Proof,2007,7.0,127,Action, Thriller,Action  Thriller,48
Tropic Thunder,2008,7.0,107,Action," Comedy,  War","Action  Comedy,  War",109
Tau ming chong,2007,7.0,126,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Son of Rambow,2007,7.0,96,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
World War Z,2013,7.0,116,Action," Adventure,  Horror","Action  Adventure,  Horror",110
Thor,2011,7.0,115,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Jack Reacher,2012,7.0,130,Action," Mystery,  Thriller","Action  Mystery,  Thriller",2
Body of Lies,2008,7.0,128,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Man cheng jin dai huang jin jia,2006,7.0,114,Action," Drama,  History","Action  Drama,  History",22
9,2009,7.0,79,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Rambo,2008,7.0,92,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Shazam!,2019,7.0,132,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Real Steel,2011,7.0,127,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
The Kingdom,2007,7.0,110,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Tom yum goong,2005,7.0,111,Action," Crime,  Drama","Action  Crime,  Drama",5
Transformers,2007,7.0,144,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Hellboy II: The Golden Army,2008,7.0,120,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Constantine,2005,7.0,121,Action," Fantasy,  Horror","Action  Fantasy,  Horror",92
Main Hoon Na,2004,7.0,179,Action," Comedy,  Drama","Action  Comedy,  Drama",104
Unleashed,2005,7.0,103,Action," Crime,  Drama","Action  Crime,  Drama",5
Underworld,2003,7.0,121,Action," Fantasy,  Thriller","Action  Fantasy,  Thriller",48
The Italian Job,2003,7.0,111,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Koroshiya 1,2001,7.0,129,Action," Crime,  Drama","Action  Crime,  Drama",5
Spy Game,2001,7.0,126,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Le pacte des loups,2001,7.0,142,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Taxi,1998,7.0,86,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Rush Hour,1998,7.0,98,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Fallen,1998,7.0,124,Action," Crime,  Drama","Action  Crime,  Drama",5
Independence Day,1996,7.0,145,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Stargate,1994,7.0,116,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Maverick,1994,7.0,127,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Dragon: The Bruce Lee Story,1993,7.0,120,Action," Biography,  Drama","Action  Biography,  Drama",59
Juice,1992,7.0,95,Action," Crime,  Drama","Action  Crime,  Drama",5
